TEXT REPORT

Test Program: FAN5069 (QC-ROOM) No Version#
Lot ID: CUR020105_R25_Q1
Operator: OPERATOR
Computer: TMT-23

Date: 01/28/24 02:37:05

Serial Number: 1
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.07.09 |OPEN FREQ LD    |     192.9398| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     193.0651| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      71.2460| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      38.2804| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9271| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8542| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2561.7703| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10136.3711| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6266| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5293| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0658| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8413| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1972| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9384| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0477| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1400| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     114.6000| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8806| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4845| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4922| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8099| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7795| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0122| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0243| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0245| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0202| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0241| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0213| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 83
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5825| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5351| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5399| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5234| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5019| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.4972| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4803| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5776| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5808| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5818| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7167| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5836| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5795| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.2124| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0013| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2574| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6705| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7166| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       6.2414| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     149.5639| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -54.3176| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0303| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2200| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7300| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.4900| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.0279| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.1482| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2100| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     309.5617| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     309.0370| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      40.5513| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      21.4411| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      25.8239| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      28.3150| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      31.7218| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      47.7810| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     192.9659| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     193.0213| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      71.3950| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      38.2730| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9254| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8507| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2560.9121| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10135.3408| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6265| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5290| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0660| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8407| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1959| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9391| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0476| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1400| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     114.6000| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8811| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4845| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4931| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8099| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7795| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0104| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0209| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0248| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0179| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0305| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0205| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 84
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5840| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5351| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5394| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5218| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5013| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.4964| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4835| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5773| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5808| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5818| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7143| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5839| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5793| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.2095| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |       0.0003| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2437| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6696| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7166| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       6.2406| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     150.0189| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -54.2719| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0259| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2200| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7300| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.4900| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.0227| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.1512| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2100| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     309.5858| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     309.3484| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      39.9675| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      21.9174| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      24.3765| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      28.1879| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      32.1240| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      48.1521| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     192.9295| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     193.0228| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      71.4062| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      38.3047| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9259| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8519| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2562.1711| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10135.9131| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6264| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5290| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0658| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8411| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1962| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9388| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0475| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1400| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     114.6000| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8806| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4846| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4931| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8098| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7794| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0095| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0190| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0259| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0294| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0266| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0214| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 85
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5829| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5349| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5394| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5221| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5016| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.4967| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4828| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5770| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5812| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5818| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7158| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5836| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5792| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.2089| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0033| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2412| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6707| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7170| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       6.2433| 1 |     mA |           1 |        9.05 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     149.7815| 1 |     uA |          50 |         400 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -54.2719| 1 |     uA |         -80 |         -35 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0138| 1 |     uA |          -2 |           2 |      DISABLE |
| 001.04.01 |EN Rising       |       1.2950| 1 |      V |           1 |         1.8 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0800| 1 |      V |         0.9 |         1.6 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2200| 1 |      V |           4 |         4.5 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7300| 1 |      V |         3.6 |           4 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.4900| 1 |      V |        0.35 |         0.7 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.0302| 1 |     uA |         -12 |          -8 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.1485| 1 |     uA |         -13 |          -7 |              |
| 001.06.03 |SS Threshold    |       1.2100| 1 |      V |         1.1 |         1.4 |              |
| 001.07.01 |OPEN FREQ HD    |     309.8412| 1 |    KHZ |         240 |         360 |              |
| 001.07.02 |OPEN FREQ LD    |     309.0166| 1 |    KHZ |         240 |         360 |              |
| 001.07.03 |RISE TIME HD    |      40.3145| 1 |     nS |           8 |          80 |              |
| 001.07.04 |FALL TIME HD    |      21.5611| 1 |     nS |           8 |          80 |              |
| 001.07.05 |RISE TIME LD    |      26.6941| 1 |     nS |           8 |          80 |              |
| 001.07.06 |FALL TIME LD    |      27.9158| 1 |     nS |           8 |          80 |              |
| 001.07.07 |DEAD T HD TO LD |      31.5969| 1 |     nS |           8 |         100 |              |
| 001.07.08 |DEAD T LD TO HD |      47.5730| 1 |     nS |           8 |         100 |              |
| 001.07.09 |OPEN FREQ LD    |     193.1138| 1 |    KHZ |         152 |         248 |              |
| 001.07.10 |OPEN FREQ HD    |     193.1320| 1 |    KHZ |         152 |         248 |              |
| 001.08.01 |Pwm DCycle High |      71.2808| 1 |      % |          45 |          95 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      38.2995| 1 |      % |          20 |          65 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.9285| 1 |      V |        4.25 |        5.75 |              |
| 001.09.02 |ILIM CURRENT    |       9.8569| 1 |     uA |           9 |          11 |              |
| 001.10.01 |EA SOURCE       |   -2561.1414| 1 |     uA |       -5000 |        -500 |              |
| 001.10.02 |EA I SINK       |   10138.2012| 1 |     uA |        4000 |    1.7e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6265| 1 |      V |         3.4 |           4 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5291| 1 |      V |         3.4 |           4 |              |
| 001.10.05 |EA_OUT LOW      |       0.0665| 1 |      V |         4.2 |         0.3 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |       -0.01 |       0.025 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8408| 1 |      V |       1.425 |        1.95 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1966| 1 |      V |        1.17 |        1.23 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9388| 1 |      V |         4.4 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0475| 1 |      V |        -0.5 |        0.25 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |       0.775 |       0.825 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1400| 1 |      V |         1.8 |         2.5 |              |
| 001.13.01 |OVP VSEN PIN 23 |     114.6000| 1 |      % |         110 |       122.5 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |          65 |          80 |              |
| 001.14.01 |Ramp Voltage    |       1.8796| 1 |      V |        1.82 |        2.03 |              |
| 001.14.02 |Close Loop _N_l |       1.4847| 1 |      V |       1.455 |        1.54 |              |
| 001.14.03 |Close Loop _w_l |       1.4929| 1 |      V |       1.455 |        1.54 |              |
| 001.14.04 |Fb pin voltage  |       0.8099| 1 |      V |        0.79 |        0.82 |              |
| 001.14.05 |Rt pin voltage  |       1.7795| 1 |      V |         1.7 |         1.9 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.0091| 1 |      V |        4.25 |        5.75 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.0181| 1 |     uA |           9 |          11 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.0252| 1 |     uA |           9 |        11.1 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.0243| 1 |     uA |           9 |        11.1 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.0206| 1 |     uA |           9 |        11.1 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.4 |         1.6 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.54 |        6.01 |              |
| 001.15.10 |Ilim_Delta      |       0.0226| 1 |      V |       -0.13 |       0.045 |              |

Serial Number: 86
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5825| 1 |      v |          -1 |        -0.3 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5350| 1 |      v |          -1 |        -0.3 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5398| 1 |      v |          -1 |        -0.3 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5220| 1 |      v |          -1 |        -0.3 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5014| 1 |      v |          -1 |        -0.3 |              |
| 001.01.06 |EN_PIN_7        |      -0.4976| 1 |      v |          -1 |        -0.3 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4828| 1 |      v |          -1 |        -0.2 |              |
| 001.01.08 |SS_PIN_4        |      -0.5772| 1 |      v |          -1 |        -0.3 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5810| 1 |      v |          -1 |        -0.3 |              |
| 001.01.10 |FB_PIN_6        |      -0.5823| 1 |      v |          -1 |        -0.3 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7090| 1 |      v |          -1 |        -0.3 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5836| 1 |      v |          -1 |        -0.3 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5793| 1 |      v |          -1 |        -0.3 |              |
| 001.02.01 |IVCC NORMAL     |       7.2088| 1 |     mA |           1 |          15 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0007| 1 |     uA |          -5 |           5 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2669| 1 |     uA |          -1 |           1 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6708| 1 |      V |        5.45 |         5.9 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7169| 1 |      V |        5.45 |         5.9 |        SHUNT |
