TEXT REPORT

Test Program: FAN5069 (FC-ROOM) No Version#
Lot ID: CUR020104_R25_R1
Operator: OPERATOR
Computer: TMT-23

Date: 01/27/24 08:53:12

Serial Number: 1
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6951| 1 |      V |         5.5 |        5.85 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7420| 1 |      V |         5.5 |        5.87 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       6.5185| 1 |     mA |        1.01 |           9 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     151.2554| 1 |     uA |        50.1 |         350 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -53.9402| 1 |     uA |         -78 |         -40 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0197| 1 |     uA |          -1 |           1 |      DISABLE |
| 001.04.01 |EN Rising       |       1.3050| 1 |      V |         1.1 |         1.6 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0900| 1 |      V |        0.92 |         1.4 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2150| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.3600| 1 |      V |        4.02 |        4.48 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.8500| 1 |      V |        3.62 |        4.02 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5100| 1 |      V |         0.4 |        0.66 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |      -9.9739| 1 |     uA |       -11.8 |        -8.2 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.1214| 1 |     uA |       -12.8 |        -7.2 |              |
| 001.06.03 |SS Threshold    |       1.2150| 1 |      V |        1.12 |        1.38 |              |
| 001.07.01 |OPEN FREQ HD    |     326.4655| 1 |    KHZ |         243 |         357 |              |
| 001.07.02 |OPEN FREQ LD    |     327.0192| 1 |    KHZ |         243 |         357 |              |
| 001.07.03 |RISE TIME HD    |      38.8416| 1 |     nS |          10 |          75 |              |
| 001.07.04 |FALL TIME HD    |      29.7462| 1 |     nS |          10 |          75 |              |
| 001.07.05 |RISE TIME LD    |      26.0971| 1 |     nS |          10 |          75 |              |
| 001.07.06 |FALL TIME LD    |      29.8608| 1 |     nS |          10 |          75 |              |
| 001.07.07 |DEAD T HD TO LD |      25.2693| 1 |     nS |          10 |          90 |              |
| 001.07.08 |DEAD T LD TO HD |      44.8298| 1 |     nS |          10 |          90 |              |
| 001.07.09 |OPEN FREQ LD    |     199.9866| 1 |    KHZ |         155 |         245 |              |
| 001.07.10 |OPEN FREQ HD    |     199.6237| 1 |    KHZ |         155 |         245 |              |
| 001.08.01 |Pwm DCycle High |      77.7808| 1 |      % |          47 |          92 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      41.2454| 1 |      % |          23 |          62 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       5.0233| 1 |      V |         4.3 |         5.7 |              |
| 001.09.02 |ILIM CURRENT    |      10.0466| 1 |     uA |        9.15 |       10.85 |              |
| 001.10.01 |EA SOURCE       |   -2561.7703| 1 |     uA |       -4500 |       -1000 |              |
| 001.10.02 |EA I SINK       |   10252.7285| 1 |     uA |        5000 |    1.5e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6215| 1 |      V |        3.45 |        3.95 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5253| 1 |      V |        3.45 |        3.95 |              |
| 001.10.05 |EA_OUT LOW      |       0.0644| 1 |      V |         4.2 |         0.2 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 1 |      V |      -0.005 |       0.022 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8351| 1 |      V |        1.45 |       1.925 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1994| 1 |      V |       1.175 |       1.225 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9301| 1 |      V |         4.5 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0431| 1 |      V |        -0.5 |         0.2 |              |
| 001.12.04 |FB RISING       |       0.8070| 1 |      V |        0.78 |       0.823 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1000| 1 |      V |        1.85 |        2.45 |              |
| 001.13.01 |OVP VSEN PIN 23 |     113.9750| 1 |      % |       110.5 |         122 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |        65.5 |        79.5 |              |
| 001.14.01 |Ramp Voltage    |       1.8908| 1 |      V |        1.83 |        2.02 |              |
| 001.14.02 |Close Loop _N_l |       1.4825| 1 |      V |        1.46 |       1.535 |              |
| 001.14.03 |Close Loop _w_l |       1.4903| 1 |      V |        1.46 |       1.535 |              |
| 001.14.04 |Fb pin voltage  |       0.8088| 1 |      V |       0.795 |       0.815 |              |
| 001.14.05 |Rt pin voltage  |       1.7909| 1 |      V |        1.74 |        1.84 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.1467| 1 |      V |         4.3 |         5.7 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.2935| 1 |     uA |        9.15 |       10.85 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.2971| 1 |     uA |        9.15 |          11 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.2985| 1 |     uA |        9.15 |          11 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.2960| 1 |     uA |        9.15 |          11 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.55 |           6 |              |
| 001.15.10 |Ilim_Delta      |       0.0267| 1 |      V |       -0.12 |       0.044 |              |

Serial Number: 60
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5933| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5465| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5390| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5333| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5129| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.06 |EN_PIN_7        |      -0.5080| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4745| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.08 |SS_PIN_4        |      -0.5866| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5903| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.10 |FB_PIN_6        |      -0.5920| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7212| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5946| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5905| 1 |      v |        -0.9 |       -0.35 |              |
| 001.02.01 |IVCC NORMAL     |       7.7226| 1 |     mA |         1.1 |          14 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0034| 1 |     uA |          -4 |           4 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2519| 1 |     uA |        -0.9 |         0.9 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.7061| 1 |      V |         5.5 |        5.85 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7562| 1 |      V |         5.5 |        5.87 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.1453| 1 |     mA |        1.01 |           9 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     149.5540| 1 |     uA |        50.1 |         350 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -54.3062| 1 |     uA |         -78 |         -40 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0362| 1 |     uA |          -1 |           1 |      DISABLE |
| 001.04.01 |EN Rising       |       1.3150| 1 |      V |         1.1 |         1.6 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.0950| 1 |      V |        0.92 |         1.4 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2200| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.3700| 1 |      V |        4.02 |        4.48 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.8500| 1 |      V |        3.62 |        4.02 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5200| 1 |      V |         0.4 |        0.66 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.2446| 1 |     uA |       -11.8 |        -8.2 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.3402| 1 |     uA |       -12.8 |        -7.2 |              |
| 001.06.03 |SS Threshold    |       1.2150| 1 |      V |        1.12 |        1.38 |              |
| 001.07.01 |OPEN FREQ HD    |     310.9560| 1 |    KHZ |         243 |         357 |              |
| 001.07.02 |OPEN FREQ LD    |     310.1800| 1 |    KHZ |         243 |         357 |              |
| 001.07.03 |RISE TIME HD    |      38.3861| 1 |     nS |          10 |          75 |              |
| 001.07.04 |FALL TIME HD    |      28.0837| 1 |     nS |          10 |          75 |              |
| 001.07.05 |RISE TIME LD    |      26.1668| 1 |     nS |          10 |          75 |              |
| 001.07.06 |FALL TIME LD    |      28.7706| 1 |     nS |          10 |          75 |              |
| 001.07.07 |DEAD T HD TO LD |      26.6033| 1 |     nS |          10 |          90 |              |
| 001.07.08 |DEAD T LD TO HD |      42.5301| 1 |     nS |          10 |          90 |              |
| 001.07.09 |OPEN FREQ LD    |     206.3829| 1 |    KHZ |         155 |         245 |              |
| 001.07.10 |OPEN FREQ HD    |     206.4421| 1 |    KHZ |         155 |         245 |              |
| 001.08.01 |Pwm DCycle High |      72.4511| 1 |      % |          47 |          92 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      39.0438| 1 |      % |          23 |          62 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       5.0706| 1 |      V |         4.3 |         5.7 |              |
| 001.09.02 |ILIM CURRENT    |      10.1412| 1 |     uA |        9.15 |       10.85 |              |
| 001.10.01 |EA SOURCE       |   -2561.0840| 1 |     uA |       -4500 |       -1000 |              |
| 001.10.02 |EA I SINK       |   10236.8252| 1 |     uA |        5000 |    1.5e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6228| 1 |      V |        3.45 |        3.95 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5269| 1 |      V |        3.45 |        3.95 |              |
| 001.10.05 |EA_OUT LOW      |       0.0649| 1 |      V |         4.2 |         0.2 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |      -0.005 |       0.022 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8367| 1 |      V |        1.45 |       1.925 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1948| 1 |      V |       1.175 |       1.225 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9241| 1 |      V |         4.5 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0380| 1 |      V |        -0.5 |         0.2 |              |
| 001.12.04 |FB RISING       |       0.8050| 1 |      V |        0.78 |       0.823 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1400| 1 |      V |        1.85 |        2.45 |              |
| 001.13.01 |OVP VSEN PIN 23 |     114.6000| 1 |      % |       110.5 |         122 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |        65.5 |        79.5 |              |
| 001.14.01 |Ramp Voltage    |       1.8971| 1 |      V |        1.83 |        2.02 |              |
| 001.14.02 |Close Loop _N_l |       1.4852| 1 |      V |        1.46 |       1.535 |              |
| 001.14.03 |Close Loop _w_l |       1.4920| 1 |      V |        1.46 |       1.535 |              |
| 001.14.04 |Fb pin voltage  |       0.8102| 1 |      V |       0.795 |       0.815 |              |
| 001.14.05 |Rt pin voltage  |       1.7934| 1 |      V |        1.74 |        1.84 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.1975| 1 |      V |         4.3 |         5.7 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.3949| 1 |     uA |        9.15 |       10.85 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.3989| 1 |     uA |        9.15 |          11 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.4048| 1 |     uA |        9.15 |          11 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.4103| 1 |     uA |        9.15 |          11 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.55 |           6 |              |
| 001.15.10 |Ilim_Delta      |       0.0399| 1 |      V |       -0.12 |       0.044 |              |

Serial Number: 61
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5875| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5467| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5388| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5309| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5120| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.06 |EN_PIN_7        |      -0.5070| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4713| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.08 |SS_PIN_4        |      -0.5821| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5871| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.10 |FB_PIN_6        |      -0.5894| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7185| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5897| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5848| 1 |      v |        -0.9 |       -0.35 |              |
| 001.02.01 |IVCC NORMAL     |       7.2625| 1 |     mA |         1.1 |          14 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0009| 1 |     uA |          -4 |           4 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2589| 1 |     uA |        -0.9 |         0.9 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6632| 1 |      V |         5.5 |        5.85 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7101| 1 |      V |         5.5 |        5.87 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       6.6837| 1 |     mA |        1.01 |           9 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     151.0081| 1 |     uA |        50.1 |         350 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -55.3127| 1 |     uA |         -78 |         -40 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0182| 1 |     uA |          -1 |           1 |      DISABLE |
| 001.04.01 |EN Rising       |       1.3050| 1 |      V |         1.1 |         1.6 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.1000| 1 |      V |        0.92 |         1.4 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2050| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.2300| 1 |      V |        4.02 |        4.48 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.7300| 1 |      V |        3.62 |        4.02 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.5000| 1 |      V |         0.4 |        0.66 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.6551| 1 |     uA |       -11.8 |        -8.2 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.6767| 1 |     uA |       -12.8 |        -7.2 |              |
| 001.06.03 |SS Threshold    |       1.2100| 1 |      V |        1.12 |        1.38 |              |
| 001.07.01 |OPEN FREQ HD    |     314.4218| 1 |    KHZ |         243 |         357 |              |
| 001.07.02 |OPEN FREQ LD    |     314.3192| 1 |    KHZ |         243 |         357 |              |
| 001.07.03 |RISE TIME HD    |      37.8309| 1 |     nS |          10 |          75 |              |
| 001.07.04 |FALL TIME HD    |      27.4576| 1 |     nS |          10 |          75 |              |
| 001.07.05 |RISE TIME LD    |      24.8056| 1 |     nS |          10 |          75 |              |
| 001.07.06 |FALL TIME LD    |      29.0482| 1 |     nS |          10 |          75 |              |
| 001.07.07 |DEAD T HD TO LD |      20.9579| 1 |     nS |          10 |          90 |              |
| 001.07.08 |DEAD T LD TO HD |      42.2711| 1 |     nS |          10 |          90 |              |
| 001.07.09 |OPEN FREQ LD    |     187.5505| 1 |    KHZ |         155 |         245 |              |
| 001.07.10 |OPEN FREQ HD    |     187.5977| 1 |    KHZ |         155 |         245 |              |
| 001.08.01 |Pwm DCycle High |      72.7963| 1 |      % |          47 |          92 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      38.7836| 1 |      % |          23 |          62 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       5.0432| 1 |      V |         4.3 |         5.7 |              |
| 001.09.02 |ILIM CURRENT    |      10.0863| 1 |     uA |        9.15 |       10.85 |              |
| 001.10.01 |EA SOURCE       |   -2561.6560| 1 |     uA |       -4500 |       -1000 |              |
| 001.10.02 |EA I SINK       |   10333.8467| 1 |     uA |        5000 |    1.5e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6236| 1 |      V |        3.45 |        3.95 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5282| 1 |      V |        3.45 |        3.95 |              |
| 001.10.05 |EA_OUT LOW      |       0.0658| 1 |      V |         4.2 |         0.2 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0140| 1 |      V |      -0.005 |       0.022 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8367| 1 |      V |        1.45 |       1.925 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1918| 1 |      V |       1.175 |       1.225 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9371| 1 |      V |         4.5 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0474| 1 |      V |        -0.5 |         0.2 |              |
| 001.12.04 |FB RISING       |       0.8030| 1 |      V |        0.78 |       0.823 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1000| 1 |      V |        1.85 |        2.45 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 1 |      % |       110.5 |         122 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 1 |      % |        65.5 |        79.5 |              |
| 001.14.01 |Ramp Voltage    |       1.8876| 1 |      V |        1.83 |        2.02 |              |
| 001.14.02 |Close Loop _N_l |       1.4827| 1 |      V |        1.46 |       1.535 |              |
| 001.14.03 |Close Loop _w_l |       1.4904| 1 |      V |        1.46 |       1.535 |              |
| 001.14.04 |Fb pin voltage  |       0.8089| 1 |      V |       0.795 |       0.815 |              |
| 001.14.05 |Rt pin voltage  |       1.7792| 1 |      V |        1.74 |        1.84 |              |
| 001.15.01 |ILIM VOLTAGE    |       5.1669| 1 |      V |         4.3 |         5.7 |              |
| 001.15.02 |ILIM_VCC_5_0V   |      10.3339| 1 |     uA |        9.15 |       10.85 |              |
| 001.15.03 |ILIM_VCC_5_6V   |      10.3437| 1 |     uA |        9.15 |          11 |              |
| 001.15.04 |ILIM_VCC_5_7V   |      10.3405| 1 |     uA |        9.15 |          11 |              |
| 001.15.05 |ILIM_VCC_5_8V   |      10.3357| 1 |     uA |        9.15 |          11 |              |
| 001.15.06 |ILIM_VCC_5_6_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.07 |ILIM_VCC_5_7_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.08 |ILIM_VCC_5_8_F  |       1.0000| 1 |        |         0.5 |         1.5 |              |
| 001.15.09 |SHUNT_REG_ON    |       5.7000| 1 |      V |        5.55 |           6 |              |
| 001.15.10 |Ilim_Delta      |       0.0273| 1 |      V |       -0.12 |       0.044 |              |

Serial Number: 62
|Test#      |Test Name       |  Value      |P/F|Unit    |Min Limit    |MaxLimit     |  Notes       |
| 001.01.01 |RT_PIN_2        |      -0.5872| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.02 |BOOT_PIN_11     |      -0.5452| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.03 |HDRV_PIN_10     |      -0.5386| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.04 |LDRV_PIN_13     |      -0.5331| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.05 |VCC_PIN_15      |      -0.5099| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.06 |EN_PIN_7        |      -0.5069| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.07 |ILIM_PIN_3      |      -0.4713| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.08 |SS_PIN_4        |      -0.5880| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.09 |COMP_PIN_5      |      -0.5889| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.10 |FB_PIN_6        |      -0.5904| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.11 |RAMP_PIN_14     |      -0.7172| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.12 |FBLDO_PIN_1     |      -0.5892| 1 |      v |        -0.9 |       -0.35 |              |
| 001.01.13 |GLDO_PIN_16     |      -0.5853| 1 |      v |        -0.9 |       -0.35 |              |
| 001.02.01 |IVCC NORMAL     |       7.7298| 1 |     mA |         1.1 |          14 |       NORMAL |
| 001.02.02 |IEN NORMAL      |      -0.0015| 1 |     uA |          -4 |           4 |       NORMAL |
| 001.02.03 |IFB NORMAL      |      -0.2170| 1 |     uA |        -0.9 |         0.9 |       NORMAL |
| 001.02.04 |VCC_5_6 SHUNT   |       5.6598| 1 |      V |         5.5 |        5.85 |        SHUNT |
| 001.02.05 |VCC_5_9 SHUNT   |       5.7108| 1 |      V |         5.5 |        5.87 |        SHUNT |
| 001.02.06 |VCC QUIESENT    |       7.1143| 1 |     mA |        1.01 |           9 |     QUIESENT |
| 001.03.01 |IVCC DISABLE    |     151.8489| 1 |     uA |        50.1 |         350 |      DISABLE |
| 001.03.02 |IEN DISABLE     |     -54.5693| 1 |     uA |         -78 |         -40 |      DISABLE |
| 001.03.03 |IFB DISABLE     |      -0.0242| 1 |     uA |          -1 |           1 |      DISABLE |
| 001.04.01 |EN Rising       |       1.3100| 1 |      V |         1.1 |         1.6 |    THRESHOLD |
| 001.04.02 |EN Falling      |       1.1000| 1 |      V |        0.92 |         1.4 |    THRESHOLD |
| 001.04.03 |EN Hyst         |       0.2100| 1 |      V |           0 |           0 |    THRESHOLD |
| 001.05.01 |VCC_UVLO RISING |       4.1100| 1 |      V |        4.02 |        4.48 |         UVLO |
| 001.05.02 |VCC_UVLO FALLIN |       3.6200| F |      V |        3.62 |        4.02 |         UVLO |
| 001.05.03 |VCC_UVLO HYSTER |       0.4900| 4 |      V |         0.4 |        0.66 |         UVLO |
| 001.06.01 |Iss@ SS= 0      |     -10.1651| 4 |     uA |       -11.8 |        -8.2 |              |
| 001.06.02 |Iss @ SS=4.5    |      -9.2719| 4 |     uA |       -12.8 |        -7.2 |              |
| 001.06.03 |SS Threshold    |       1.2100| 4 |      V |        1.12 |        1.38 |              |
| 001.07.01 |OPEN FREQ HD    |     334.3476| 4 |    KHZ |         243 |         357 |              |
| 001.07.02 |OPEN FREQ LD    |     335.1596| 4 |    KHZ |         243 |         357 |              |
| 001.07.03 |RISE TIME HD    |      36.6904| 4 |     nS |          10 |          75 |              |
| 001.07.04 |FALL TIME HD    |      28.3577| 4 |     nS |          10 |          75 |              |
| 001.07.05 |RISE TIME LD    |      25.9729| 4 |     nS |          10 |          75 |              |
| 001.07.06 |FALL TIME LD    |      28.7634| 4 |     nS |          10 |          75 |              |
| 001.07.07 |DEAD T HD TO LD |      23.5851| 4 |     nS |          10 |          90 |              |
| 001.07.08 |DEAD T LD TO HD |      44.0895| 4 |     nS |          10 |          90 |              |
| 001.07.09 |OPEN FREQ LD    |     210.1504| 4 |    KHZ |         155 |         245 |              |
| 001.07.10 |OPEN FREQ HD    |     210.1465| 4 |    KHZ |         155 |         245 |              |
| 001.08.01 |Pwm DCycle High |      77.9793| 4 |      % |          47 |          92 |  COMP LINEAR |
| 001.08.02 |Pwm DCycle Low  |      41.4828| 4 |      % |          23 |          62 |  COMP LINEAR |
| 001.09.01 |ILIM VOLTAGE    |       4.7916| 4 |      V |         4.3 |         5.7 |              |
| 001.09.02 |ILIM CURRENT    |       9.5832| 4 |     uA |        9.15 |       10.85 |              |
| 001.10.01 |EA SOURCE       |   -2561.2554| 4 |     uA |       -4500 |       -1000 |              |
| 001.10.02 |EA I SINK       |    8953.3506| 4 |     uA |        5000 |    1.5e+004 |              |
| 001.10.03 |EA_OUT HIGH     |       3.6237| 4 |      V |        3.45 |        3.95 |              |
| 001.10.04 |EA_OUT HI LOAD  |       3.5241| 4 |      V |        3.45 |        3.95 |              |
| 001.10.05 |EA_OUT LOW      |       0.0641| 4 |      V |         4.2 |         0.2 |              |
| 001.11.01 |ERROR AMP OFFSE |       0.0100| 4 |      V |      -0.005 |       0.022 |              |
| 001.11.02 |RAMP AMPLITUDE  |       1.8299| 4 |      V |        1.45 |       1.925 |     THESHOLD |
| 001.12.01 |LDO OUT VOLTAGE |       1.1884| 4 |      V |       1.175 |       1.225 |              |
| 001.12.02 |FBLDO ISOURCE   |       4.9058| 4 |      V |         4.5 |         5.5 |              |
| 001.12.03 |FBLDO ISINK     |       0.0454| 4 |      V |        -0.5 |         0.2 |              |
| 001.12.04 |FB RISING       |       0.7990| 4 |      V |        0.78 |       0.823 |              |
| 001.12.05 |SS LDO STARTUP  |       2.1000| 4 |      V |        1.85 |        2.45 |              |
| 001.13.01 |OVP VSEN PIN 23 |     112.7250| 4 |      % |       110.5 |         122 |              |
| 001.13.02 |UVP VSEN PIN 23 |      75.2250| 4 |      % |        65.5 |        79.5 |              |
| 001.14.01 |Ramp Voltage    |       1.8868| 4 |      V |        1.83 |        2.02 |              |
| 001.14.02 |Close Loop _N_l |       1.4808| 4 |      V |        1.46 |       1.535 |              |
| 001.14.03 |Close Loop _w_l |       1.4894| 4 |      V |        1.46 |       1.535 |              |
| 001.14.04 |Fb pin voltage  |       0.8079| 4 |      V |       0.795 |       0.815 |              |
| 001.14.05 |Rt pin voltage  |       1.7714| 4 |      V |        1.74 |        1.84 |              |
| 001.15.01 |ILIM VOLTAGE    |       4.8615| 4 |      V |         4.3 |         5.7 |              |
| 001.15.02 |ILIM_VCC_5_0V   |       9.7230| 4 |     uA |        9.15 |       10.85 |              |
| 001.15.03 |ILIM_VCC_5_6V   |       9.7269| 4 |     uA |        9.15 |          11 |              |
